RMOB,MEA_MAP_21114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title,Active Exceptions of 23 Rules in MEA_MAP_21114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeStamp,5/17/2021 13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filter Applied,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Admin Level 1,Admin Level 2,Admin Level 3,Admin Level 4,Admin Level 5,Rule Code,Rule Name,Severity,LE Status,Priority,DBE Val Comment,DBE Comment,Responsibility,LE Review,User Id,User Location,Assigned To,LE Reason,LE Details,Timestamp,Remark,Message,WAV Status,Project Name,LE Check,Validation Type,Clean For Extracts,CCLV Runlist,LE Enabled,Validation Id,Link Id
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3238,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207637,5762987308
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3237,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207634,5762987311
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3238,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207633,5762987308
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3242,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207740,2457011974
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3242,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207739,2457011973
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3241,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207738,2457011973
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3239,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208757,8965904479
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3238,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208756,470836279
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 2524,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208753,9298895035
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 2524,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208750,9298895034
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3252,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207491,8966000265
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3251,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207490,8965999803
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3252,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207489,8966000264
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3251,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207488,8965999803
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3254,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207487,8965999593
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3255,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207486,8965999591
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3254,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207485,8965999591
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3242,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207741,2457011974
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3255,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207484,8965999591
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3254,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207483,8800757657
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3255,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207482,8965999592
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3238,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208765,8965904478
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3239,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208764,8965904182
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3238,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208761,8965904478
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3239,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208760,8965904182
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3248,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207498,8966000041
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3249,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207497,4480216447
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3248,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207496,8965999526
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3254,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207481,8965999593
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3255,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207480,8965999593
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3248,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208076,7491141432
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3248,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208075,7491141432
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3252,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208108,7491152723
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3238,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207639,5762987308
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3237,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207638,5762987310
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3251,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207506,8966000264
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3252,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207505,8966000264
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3251,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207504,8965999803
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3249,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207503,8966000019
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3249,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207502,8966000019
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3249,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207501,4480216447
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3248,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207500,8966000040
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3249,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457207499,4480216446
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3255,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208102,7491152632
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3255,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208101,7491152632
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3254,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208100,7491152647
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3254,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208099,7491152647
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3252,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208107,7491152723
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3246,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208106,7491152696
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3245,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208105,470834161
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3246,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208104,7491152697
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3246,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208103,7491152697
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3237,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208060,5762987308
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3238,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208059,5762987310
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3244,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208518,470844931
Bahrein,Mu Ha La Ge,Mu Ha La Ge,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,navarron,Leon,navarron,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 3244,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208517,470844931
Bahrein,Bei Bu Da Qu,Du Mi Si Tan,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,medinalh,Leon,medinalh,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 2626,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208454,4590142506
Bahrein,Bei Bu Da Qu,Du Mi Si Tan,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,medinalh,Leon,medinalh,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 2627,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208453,4590142491
Bahrein,Bei Bu Da Qu,Du Mi Si Tan,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,medinalh,Leon,medinalh,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 2632,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208496,4590142547
Bahrein,Bei Bu Da Qu,Du Mi Si Tan,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,medinalh,Leon,medinalh,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 2632,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208495,4590142547
Bahrein,Bei Bu Da Qu,Du Mi Si Tan,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,medinalh,Leon,medinalh,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 2626,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208432,470826503
Bahrein,Bei Bu Da Qu,Du Mi Si Tan,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,medinalh,Leon,medinalh,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 2627,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208431,470826503
Bahrein,Bei Bu Da Qu,Du Mi Si Tan,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,medinalh,Leon,medinalh,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 2626,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457209207,470814733
Bahrein,Bei Bu Da Qu,Du Mi Si Tan,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,medinalh,Leon,medinalh,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 2627,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457209206,470814733
Bahrein,Bei Bu Da Qu,Du Mi Si Tan,,,RDS033,RDS-TMC Code Not on Traffic Table,2,Active,CRITICAL,-,-,TRAFFIC GPO,NO,medinalh,Leon,medinalh,,,05/15/21 16:29 PM,,Traffic table data doesn't exist for table id 58 and location Id 2626,A,Western Europe - FC12345-TMC - TMC - WO095778...TMC Codes & Traffic Support - Global,NO,W  ,NO,NO,NO,2457208506,470833201
